,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red,diabolo_red:Marker1,diabolo_red:Marker1,diabolo_red:Marker1,diabolo_red:Marker2,diabolo_red:Marker2,diabolo_red:Marker2,diabolo_red:Marker3,diabolo_red:Marker3,diabolo_red:Marker3,tracker:Unlabeled 1031,tracker:Unlabeled 1031,tracker:Unlabeled 1031,tracker:tracking_marker_0,tracker:tracking_marker_0,tracker:tracking_marker_0
,,"803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","803A3552773511EAC7808BD7B5C2AB81","562CCB4BC75A11EAC8808BD7B5C0B781","562CCB4BC75A11EAC8808BD7B5C0B781","562CCB4BC75A11EAC8808BD7B5C0B781","562CCB4CC75A11EAC8808BD7B5C0B781","562CCB4CC75A11EAC8808BD7B5C0B781","562CCB4CC75A11EAC8808BD7B5C0B781","C6B60","C6B60","C6B60","39B8B0B1C75A11EAC8808BD7B5C0B781","39B8B0B1C75A11EAC8808BD7B5C0B781","39B8B0B1C75A11EAC8808BD7B5C0B781","D86B6AD5C75C11EAC8808BD7B5C0B781","D86B6AD5C75C11EAC8808BD7B5C0B781","D86B6AD5C75C11EAC8808BD7B5C0B781"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1313,10.941667,0.948066,0.077267,0.076186,-0.298993,-0.058099,-0.011426,0.103881,-0.050147,-0.050855,0.085354,-0.052538,-0.003210,0.071698,-0.071166,0.019754,0.154484,,,,-0.091490,-0.018214,0.113766
1314,10.950000,0.948017,0.077841,0.076094,-0.299023,-0.058862,-0.011364,0.104042,-0.050865,-0.050785,0.085522,-0.053313,-0.003138,0.071859,-0.071980,0.019802,0.154642,,,,-0.092245,-0.018189,0.113918
1315,10.958333,0.947951,0.078273,0.076124,-0.299112,-0.059593,-0.011313,0.104196,-0.051564,-0.050720,0.085675,-0.054047,-0.003072,0.072015,-0.072763,0.019842,0.154798,,,,-0.092976,-0.018169,0.114067
1316,10.966667,0.947878,0.078625,0.076086,-0.299260,-0.060286,-0.011289,0.104337,-0.052232,-0.050679,0.085811,-0.054752,-0.003030,0.072173,-0.073496,0.019851,0.154949,,,,-0.093680,-0.018168,0.114202
1317,10.975000,0.947817,0.078817,0.076010,-0.299423,-0.060934,-0.011302,0.104444,-0.052868,-0.050670,0.085914,-0.055409,-0.003026,0.072289,-0.074170,0.019824,0.155075,,,,-0.094332,-0.018192,0.114322
1318,10.983333,0.947788,0.078851,0.075705,-0.299580,-0.061541,-0.011362,0.104507,-0.053481,-0.050717,0.085975,-0.056044,-0.003062,0.072353,-0.074770,0.019752,0.155167,,,,-0.094947,-0.018257,0.114406
1319,10.991667,0.947814,0.078703,0.075331,-0.299634,-0.062104,-0.011461,0.104524,-0.054069,-0.050810,0.085987,-0.056643,-0.003148,0.072377,-0.075304,0.019656,0.155204,,,,-0.095503,-0.018349,0.114456
1320,11.000000,0.947905,0.078419,0.074911,-0.299526,-0.062614,-0.011598,0.104500,-0.054616,-0.050944,0.085970,-0.057189,-0.003297,0.072352,-0.075768,0.019536,0.155192,,,,-0.096023,-0.018468,0.114470
1321,11.008333,0.948051,0.078008,0.074445,-0.299285,-0.063079,-0.011750,0.104455,-0.055134,-0.051113,0.085933,-0.057697,-0.003467,0.072295,-0.076169,0.019420,0.155146,,,,-0.096482,-0.018597,0.114468
1322,11.016667,0.948212,0.077624,0.074052,-0.298973,-0.063488,-0.011898,0.104420,-0.055594,-0.051285,0.085913,-0.058142,-0.003644,0.072244,-0.076518,0.019311,0.155095,,,,-0.096896,-0.018725,0.114471
1323,11.025000,0.948334,0.077389,0.073713,-0.298732,-0.063850,-0.012018,0.104418,-0.055994,-0.051421,0.085925,-0.058537,-0.003796,0.072223,-0.076837,0.019217,0.155077,,,,-0.097266,-0.018829,0.114492
1324,11.033333,0.948384,0.077247,0.073546,-0.298649,-0.064163,-0.012101,0.104449,-0.056334,-0.051520,0.085955,-0.058874,-0.003890,0.072248,-0.077129,0.019142,0.155100,,,,-0.097578,-0.018906,0.114531
1325,11.041667,0.948397,0.077201,0.073527,-0.298625,-0.064417,-0.012149,0.104511,-0.056605,-0.051574,0.086014,-0.059143,-0.003946,0.072304,-0.077389,0.019094,0.155155,,,,-0.097845,-0.018956,0.114593
1326,11.050000,0.948385,0.077176,0.073579,-0.298658,-0.064607,-0.012172,0.104595,-0.056810,-0.051602,0.086093,-0.059340,-0.003970,0.072388,-0.077590,0.019065,0.155239,,,,-0.098058,-0.018982,0.114671
1327,11.058333,0.948361,0.077283,0.073592,-0.298702,-0.064737,-0.012180,0.104686,-0.056943,-0.051606,0.086183,-0.059484,-0.003977,0.072480,-0.077743,0.019051,0.155333,,,,-0.098197,-0.018997,0.114755
1328,11.066667,0.948314,0.077335,0.073723,-0.298806,-0.064793,-0.012189,0.104774,-0.057006,-0.051609,0.086265,-0.059547,-0.003977,0.072572,-0.077829,0.019032,0.155426,,,,-0.098272,-0.019009,0.114834
1329,11.075000,0.948255,0.077311,0.073925,-0.298951,-0.064773,-0.012205,0.104856,-0.056997,-0.051618,0.086339,-0.059526,-0.003980,0.072659,-0.077837,0.019001,0.155516,,,,-0.098269,-0.019024,0.114905
1330,11.083333,0.948205,0.077234,0.074087,-0.299086,-0.064677,-0.012228,0.104924,-0.056919,-0.051634,0.086398,-0.059438,-0.003996,0.072732,-0.077764,0.018965,0.155595,,,,-0.098192,-0.019037,0.114966
1331,11.091667,0.948165,0.077026,0.074340,-0.299206,-0.064499,-0.012253,0.104982,-0.056768,-0.051659,0.086448,-0.059256,-0.004013,0.072802,-0.077599,0.018929,0.155658,,,,-0.098031,-0.019060,0.115022
1332,11.100000,0.948125,0.076917,0.074465,-0.299330,-0.064248,-0.012269,0.105027,-0.056539,-0.051675,0.086484,-0.059011,-0.004025,0.072851,-0.077364,0.018901,0.155711,,,,-0.097792,-0.019077,0.115061
1333,11.108333,0.948067,0.076823,0.074524,-0.299523,-0.063919,-0.012272,0.105064,-0.056230,-0.051678,0.086506,-0.058692,-0.004018,0.072895,-0.077045,0.018878,0.155763,,,,-0.097483,-0.019081,0.115091
1334,11.116667,0.948000,0.076790,0.074489,-0.299751,-0.063514,-0.012256,0.105088,-0.055839,-0.051656,0.086515,-0.058303,-0.003988,0.072925,-0.076647,0.018864,0.155806,,,,-0.097093,-0.019065,0.115114
1335,11.125000,0.947959,0.076740,0.074439,-0.299908,-0.063041,-0.012216,0.105093,-0.055385,-0.051618,0.086507,-0.057847,-0.003938,0.072928,-0.076179,0.018879,0.155827,,,,-0.096625,-0.019034,0.115123
1336,11.133333,0.947961,0.076800,0.074308,-0.299917,-0.062488,-0.012147,0.105095,-0.054842,-0.051552,0.086507,-0.057313,-0.003878,0.072932,-0.075632,0.018939,0.155833,,,,-0.096088,-0.018970,0.115126
1337,11.141667,0.947968,0.076974,0.074136,-0.299894,-0.061871,-0.012035,0.105100,-0.054225,-0.051446,0.086511,-0.056718,-0.003779,0.072929,-0.075025,0.019042,0.155833,,,,-0.095475,-0.018885,0.115142
1338,11.150000,0.947945,0.077259,0.074039,-0.299916,-0.061187,-0.011869,0.105125,-0.053533,-0.051289,0.086532,-0.056052,-0.003616,0.072949,-0.074367,0.019191,0.155856,,,,-0.094793,-0.018750,0.115166
1339,11.158333,0.947904,0.077801,0.073936,-0.299930,-0.060439,-0.011649,0.105176,-0.052751,-0.051072,0.086582,-0.055317,-0.003404,0.073000,-0.073666,0.019390,0.155895,,,,-0.094055,-0.018569,0.115208
1340,11.166667,0.947834,0.078526,0.073789,-0.300000,-0.059638,-0.011375,0.105253,-0.051901,-0.050791,0.086655,-0.054534,-0.003125,0.073068,-0.072927,0.019636,0.155971,,,,-0.093255,-0.018353,0.115273
1341,11.175000,0.947750,0.079343,0.073720,-0.300066,-0.058775,-0.011067,0.105350,-0.050979,-0.050474,0.086751,-0.053685,-0.002815,0.073170,-0.072139,0.019915,0.156059,,,,-0.092396,-0.018096,0.115352
1342,11.183333,0.947643,0.080245,0.073730,-0.300164,-0.057853,-0.010728,0.105456,-0.049988,-0.050120,0.086856,-0.052769,-0.002469,0.073278,-0.071312,0.020228,0.156166,,,,-0.091473,-0.017825,0.115445
1343,11.191667,0.947522,0.081107,0.073737,-0.300311,-0.056868,-0.010384,0.105560,-0.048936,-0.049758,0.086954,-0.051791,-0.002103,0.073394,-0.070413,0.020538,0.156266,,,,-0.090492,-0.017538,0.115528
1344,11.200000,0.947422,0.081958,0.073722,-0.300400,-0.055828,-0.010049,0.105656,-0.047830,-0.049405,0.087053,-0.050758,-0.001755,0.073494,-0.069460,0.020847,0.156363,,,,-0.089451,-0.017259,0.115610
1345,11.208333,0.947345,0.082732,0.073670,-0.300444,-0.054730,-0.009726,0.105742,-0.046675,-0.049063,0.087141,-0.049668,-0.001420,0.073579,-0.068439,0.021153,0.156451,,,,-0.088359,-0.016986,0.115680
1346,11.216667,0.947297,0.083500,0.073573,-0.300404,-0.053578,-0.009429,0.105819,-0.045463,-0.048751,0.087230,-0.048526,-0.001117,0.073659,-0.067356,0.021441,0.156518,,,,-0.087204,-0.016737,0.115745
1347,11.225000,0.947249,0.084169,0.073471,-0.300394,-0.052383,-0.009154,0.105886,-0.044216,-0.048463,0.087302,-0.047342,-0.000837,0.073733,-0.066221,0.021711,0.156579,,,,-0.086009,-0.016505,0.115813
1348,11.233333,0.947188,0.084759,0.073368,-0.300445,-0.051149,-0.008903,0.105947,-0.042937,-0.048197,0.087370,-0.046118,-0.000570,0.073793,-0.065037,0.021947,0.156638,,,,-0.084773,-0.016290,0.115864
1349,11.241667,0.947121,0.085281,0.073271,-0.300534,-0.049876,-0.008677,0.105996,-0.041625,-0.047958,0.087418,-0.044857,-0.000328,0.073846,-0.063814,0.022155,0.156690,,,,-0.083493,-0.016099,0.115916
1350,11.250000,0.947074,0.085682,0.073145,-0.300598,-0.048561,-0.008479,0.106032,-0.040281,-0.047746,0.087451,-0.043553,-0.000124,0.073886,-0.062529,0.022344,0.156734,,,,-0.082180,-0.015922,0.115952
1351,11.258333,0.947024,0.086097,0.073042,-0.300661,-0.047216,-0.008296,0.106052,-0.038906,-0.047548,0.087474,-0.042220,0.000069,0.073906,-0.061224,0.022509,0.156756,,,,-0.080833,-0.015767,0.115974
1352,11.266667,0.947003,0.086349,0.072895,-0.300692,-0.045827,-0.008126,0.106065,-0.037502,-0.047375,0.087483,-0.040843,0.000243,0.073917,-0.059848,0.022673,0.156772,,,,-0.079449,-0.015618,0.115994
1353,11.275000,0.946969,0.086743,0.072723,-0.300726,-0.044410,-0.007954,0.106083,-0.036057,-0.047198,0.087498,-0.039444,0.000418,0.073940,-0.058457,0.022834,0.156786,,,,-0.078027,-0.015472,0.116006
1354,11.283333,0.946919,0.087092,0.072667,-0.300799,-0.042957,-0.007778,0.106111,-0.034579,-0.047013,0.087519,-0.037998,0.000603,0.073963,-0.057031,0.022993,0.156813,,,,-0.076575,-0.015325,0.116027
1355,11.291667,0.946869,0.087493,0.072736,-0.300820,-0.041476,-0.007600,0.106163,-0.033068,-0.046827,0.087573,-0.036517,0.000789,0.074005,-0.055597,0.023157,0.156857,,,,-0.075092,-0.015175,0.116067
1356,11.300000,0.946818,0.087836,0.072902,-0.300843,-0.039957,-0.007424,0.106248,-0.031523,-0.046643,0.087652,-0.034992,0.000962,0.074094,-0.054123,0.023325,0.156928,,,,-0.073579,-0.015014,0.116126
1357,11.308333,0.946719,0.088207,0.073256,-0.300959,-0.038407,-0.007245,0.106362,-0.029938,-0.046454,0.087760,-0.033425,0.001156,0.074208,-0.052637,0.023485,0.157035,,,,-0.072035,-0.014857,0.116210
1358,11.316667,0.946590,0.088434,0.073855,-0.301151,-0.036829,-0.007079,0.106502,-0.028334,-0.046276,0.087891,-0.031810,0.001342,0.074356,-0.051128,0.023627,0.157172,,,,-0.070469,-0.014702,0.116311
1359,11.325000,0.946447,0.088639,0.074488,-0.301386,-0.035228,-0.006929,0.106648,-0.026708,-0.046112,0.088023,-0.030172,0.001516,0.074520,-0.049604,0.023750,0.157318,,,,-0.068884,-0.014555,0.116407
1360,11.333333,0.946314,0.088705,0.075001,-0.301657,-0.033598,-0.006807,0.106782,-0.025065,-0.045972,0.088142,-0.028511,0.001660,0.074667,-0.048024,0.023848,0.157465,,,,-0.067277,-0.014432,0.116501
1361,11.341667,0.946152,0.088659,0.075590,-0.302029,-0.031945,-0.006715,0.106896,-0.023409,-0.045862,0.088241,-0.026827,0.001787,0.074799,-0.046418,0.023900,0.157590,,,,-0.065638,-0.014330,0.116576
1362,11.350000,0.945975,0.088389,0.076231,-0.302503,-0.030262,-0.006649,0.106979,-0.021739,-0.045775,0.088296,-0.025108,0.001889,0.074905,-0.044767,0.023922,0.157697,,,,-0.063969,-0.014246,0.116623
1363,11.358333,0.945797,0.087950,0.076803,-0.303041,-0.028554,-0.006609,0.107023,-0.020060,-0.045718,0.088298,-0.023369,0.001967,0.074969,-0.043071,0.023917,0.157781,,,,-0.062278,-0.014190,0.116642
1364,11.366667,0.945651,0.087470,0.077318,-0.303506,-0.026816,-0.006586,0.107032,-0.018359,-0.045683,0.088276,-0.021605,0.002024,0.074991,-0.041333,0.023896,0.157821,,,,-0.060580,-0.014120,0.116611
1365,11.375000,0.945512,0.086957,0.077892,-0.303938,-0.025053,-0.006565,0.107014,-0.016631,-0.045653,0.088224,-0.019812,0.002072,0.074992,-0.039573,0.023879,0.157829,,,,-0.058846,-0.014057,0.116556
1366,11.383333,0.945386,0.086346,0.078520,-0.304343,-0.023262,-0.006541,0.106977,-0.014886,-0.045624,0.088149,-0.017990,0.002117,0.074976,-0.037781,0.023869,0.157813,,,,-0.057050,-0.014023,0.116504
1367,11.391667,0.945262,0.085754,0.079160,-0.304729,-0.021439,-0.006497,0.106934,-0.013109,-0.045577,0.088078,-0.016131,0.002180,0.074950,-0.035954,0.023877,0.157787,,,,-0.055256,-0.013948,0.116425
1368,11.400000,0.945101,0.085305,0.079809,-0.305183,-0.019601,-0.006419,0.106881,-0.011302,-0.045496,0.087992,-0.014254,0.002281,0.074904,-0.034127,0.023908,0.157760,,,,-0.053448,-0.013839,0.116328
1369,11.408333,0.944891,0.085010,0.080478,-0.305742,-0.017751,-0.006297,0.106823,-0.009467,-0.045365,0.087893,-0.012365,0.002433,0.074867,-0.032302,0.023972,0.157732,,,,-0.051630,-0.013693,0.116219
1370,11.416667,0.944625,0.084798,0.081195,-0.306432,-0.015887,-0.006134,0.106746,-0.007610,-0.045184,0.087768,-0.010460,0.002639,0.074819,-0.030478,0.024058,0.157687,,,,-0.049797,-0.013514,0.116087
1371,11.425000,0.944338,0.084622,0.081789,-0.307207,-0.013999,-0.005937,0.106634,-0.005728,-0.044963,0.087602,-0.008540,0.002888,0.074732,-0.028626,0.024167,0.157622,,,,-0.047953,-0.013307,0.115923
1372,11.433333,0.944061,0.084441,0.082305,-0.307968,-0.012088,-0.005718,0.106481,-0.003822,-0.044717,0.087396,-0.006601,0.003154,0.074612,-0.026743,0.024303,0.157513,,,,-0.046096,-0.013060,0.115709
1373,11.441667,0.943782,0.084214,0.082711,-0.308775,-0.010155,-0.005476,0.106277,-0.001902,-0.044449,0.087134,-0.004648,0.003449,0.074432,-0.024828,0.024457,0.157366,,,,-0.044204,-0.012803,0.115468
1374,11.450000,0.943525,0.084057,0.082936,-0.309543,-0.008193,-0.005216,0.106021,0.000052,-0.044158,0.086820,-0.002676,0.003754,0.074201,-0.022875,0.024632,0.157166,,,,-0.042294,-0.012516,0.115164
1375,11.458333,0.943300,0.083923,0.082984,-0.310250,-0.006212,-0.004939,0.105715,0.002025,-0.043855,0.086466,-0.000695,0.004077,0.073919,-0.020887,0.024832,0.156907,,,,-0.040244,-0.012302,0.114903
1376,11.466667,0.943060,0.083858,0.082843,-0.311036,-0.004218,-0.004642,0.105363,0.004018,-0.043529,0.086051,0.001284,0.004423,0.073587,-0.018879,0.025041,0.156616,,,,-0.038308,-0.011979,0.114517
1377,11.475000,0.942842,0.083705,0.082674,-0.311781,-0.002212,-0.004331,0.104970,0.006012,-0.043188,0.085601,0.003276,0.004785,0.073208,-0.016850,0.025273,0.156281,,,,-0.036025,-0.011880,0.114299
1378,11.483333,0.942649,0.083551,0.082300,-0.312506,-0.000188,-0.004018,0.104542,0.008019,-0.042847,0.085115,0.005267,0.005150,0.072791,-0.014787,0.025508,0.155913,,,,-0.033993,-0.011586,0.113890
1379,11.491667,0.942494,0.083370,0.081917,-0.313121,0.001861,-0.003706,0.104084,0.010053,-0.042508,0.084600,0.007288,0.005498,0.072346,-0.012694,0.025755,0.155510,,,,-0.031942,-0.011284,0.113458
1380,11.500000,0.942389,0.083145,0.081443,-0.313619,0.003921,-0.003392,0.103608,0.012091,-0.042178,0.084080,0.009313,0.005842,0.071873,-0.010579,0.026020,0.155077,,,,-0.029870,-0.010977,0.113012
1381,11.508333,0.942276,0.082843,0.080923,-0.314174,0.005995,-0.003071,0.103128,0.014131,-0.041835,0.083548,0.011346,0.006194,0.071394,-0.008436,0.026281,0.154640,,,,-0.027769,-0.010661,0.112566
1382,11.516667,0.942144,0.082592,0.080514,-0.314739,0.008085,-0.002730,0.102664,0.016196,-0.041478,0.083025,0.013405,0.006564,0.070928,-0.006290,0.026565,0.154222,,,,-0.025664,-0.010327,0.112124
1383,11.525000,0.941991,0.082474,0.080105,-0.315333,0.010188,-0.002359,0.102234,0.018287,-0.041095,0.082539,0.015476,0.006973,0.070495,-0.004142,0.026869,0.153830,,,,-0.023547,-0.009969,0.111706
1384,11.533333,0.941786,0.082389,0.079844,-0.316031,0.012291,-0.001955,0.101848,0.020383,-0.040662,0.082085,0.017559,0.007415,0.070108,-0.002007,0.027196,0.153492,,,,-0.021410,-0.009589,0.111327
1385,11.541667,0.941565,0.082467,0.079690,-0.316708,0.014397,-0.001527,0.101509,0.022495,-0.040204,0.081687,0.019651,0.007890,0.069772,0.000107,0.027544,0.153189,,,,-0.019280,-0.009183,0.110988
1386,11.550000,0.941334,0.082673,0.079551,-0.317376,0.016512,-0.001089,0.101210,0.024631,-0.039735,0.081326,0.021754,0.008374,0.069483,0.002216,0.027906,0.152927,,,,-0.017121,-0.008768,0.110684
1387,11.558333,0.941091,0.082867,0.079472,-0.318064,0.018631,-0.000652,0.100946,0.026770,-0.039262,0.081006,0.023863,0.008860,0.069224,0.004325,0.028263,0.152703,,,,-0.014965,-0.008345,0.110400
1388,11.566667,0.940818,0.082984,0.079556,-0.318819,0.020760,-0.000233,0.100698,0.028914,-0.038802,0.080695,0.025992,0.009334,0.068996,0.006436,0.028603,0.152493,,,,-0.012770,-0.007944,0.110153
1389,11.575000,0.940525,0.083047,0.079607,-0.319655,0.022898,0.000153,0.100460,0.031069,-0.038375,0.080390,0.028130,0.009781,0.068778,0.008561,0.028902,0.152306,,,,-0.010587,-0.007554,0.109890
1390,11.583333,0.940226,0.082835,0.079671,-0.320572,0.025038,0.000500,0.100210,0.033200,-0.037982,0.080068,0.030270,0.010198,0.068551,0.010713,0.029157,0.152115,,,,-0.008377,-0.007200,0.109642
1391,11.591667,0.939961,0.082506,0.079656,-0.321435,0.027179,0.000796,0.099941,0.035319,-0.037642,0.079725,0.032408,0.010561,0.068299,0.012883,0.029364,0.151907,,,,-0.006176,-0.006884,0.109371
1392,11.600000,0.939812,0.082131,0.079489,-0.322010,0.029321,0.001048,0.099662,0.037436,-0.037365,0.079387,0.034536,0.010854,0.068030,0.015073,0.029559,0.151672,,,,-0.003969,-0.006599,0.109103
1393,11.608333,0.939763,0.081586,0.079412,-0.322310,0.031453,0.001281,0.099398,0.039522,-0.037127,0.079088,0.036663,0.011104,0.067764,0.017263,0.029768,0.151431,,,,-0.001747,-0.006324,0.108855
1394,11.616667,0.939728,0.081238,0.079245,-0.322539,0.033574,0.001523,0.099167,0.041615,-0.036885,0.078832,0.038776,0.011355,0.067523,0.019436,0.029988,0.151216,,,,0.000458,-0.006043,0.108639
1395,11.625000,0.939635,0.080975,0.079212,-0.322885,0.035667,0.001799,0.098975,0.043691,-0.036601,0.078604,0.040869,0.011648,0.067334,0.021563,0.030227,0.151041,,,,0.002646,-0.005738,0.108453
1396,11.633333,0.939508,0.080860,0.079279,-0.323268,0.037731,0.002110,0.098824,0.045748,-0.036276,0.078413,0.042938,0.011975,0.067185,0.023639,0.030494,0.150908,,,,,,
1397,11.641667,0.939349,0.080999,0.079373,-0.323669,0.039775,0.002444,0.098716,0.047812,-0.035928,0.078273,0.044989,0.012340,0.067079,0.025669,0.030780,0.150817,,,,,,
1398,11.650000,0.939145,0.081128,0.079630,-0.324166,0.041803,0.002791,0.098636,0.049861,-0.035560,0.078153,0.047033,0.012724,0.067011,0.027669,0.031070,0.150758,,,,,,
1399,11.658333,0.938897,0.081187,0.080058,-0.324764,0.043818,0.003134,0.098570,0.051894,-0.035181,0.078046,0.049076,0.013106,0.066967,0.029647,0.031347,0.150716,,,,,,
1400,11.666667,0.938603,0.081190,0.080445,-0.325517,0.045823,0.003449,0.098490,0.053913,-0.034829,0.077913,0.051104,0.013481,0.066908,0.031619,0.031587,0.150679,,,,,,
1401,11.675000,0.938264,0.081032,0.080853,-0.326431,0.047822,0.003719,0.098376,0.055916,-0.034513,0.077738,0.053128,0.013821,0.066827,0.033598,0.031761,0.150615,,,,,,
1402,11.683333,0.937931,0.080532,0.081200,-0.327426,0.049814,0.003937,0.098205,0.057883,-0.034251,0.077489,0.055139,0.014116,0.066694,0.035601,0.031882,0.150511,,,,,,
1403,11.691667,0.937698,0.079789,0.081328,-0.328241,0.051801,0.004096,0.097975,0.059816,-0.034051,0.077190,0.057134,0.014329,0.066484,0.037641,0.031969,0.150348,,,,,,
1404,11.700000,0.937552,0.078965,0.081322,-0.328859,0.053776,0.004211,0.097704,0.061728,-0.033911,0.076863,0.059107,0.014482,0.066225,0.039691,0.032030,0.150130,,,,,,
1405,11.708333,0.937468,0.078088,0.081297,-0.329314,0.055737,0.004302,0.097414,0.063622,-0.033813,0.076527,0.061068,0.014603,0.065946,0.041733,0.032088,0.149876,,,,,,
1406,11.716667,0.937417,0.077177,0.081116,-0.329717,0.057671,0.004389,0.097122,0.065481,-0.033721,0.076187,0.062992,0.014709,0.065656,0.043767,0.032145,0.149623,,,,,,
1407,11.725000,0.937409,0.076400,0.080891,-0.329975,0.059581,0.004493,0.096846,0.067323,-0.033616,0.075876,0.064886,0.014820,0.065375,0.045771,0.032229,0.149371,,,,,,
1408,11.733333,0.937413,0.075844,0.080789,-0.330118,0.061468,0.004629,0.096611,0.069163,-0.033489,0.075613,0.066767,0.014955,0.065137,0.047724,0.032355,0.149143,,,,,,
1409,11.741667,0.937382,0.075534,0.080806,-0.330272,0.063329,0.004810,0.096434,0.071000,-0.033313,0.075414,0.068632,0.015137,0.064951,0.049619,0.032520,0.148974,,,,,,
1410,11.750000,0.937288,0.075454,0.080932,-0.330526,0.065168,0.005048,0.096309,0.072837,-0.033071,0.075265,0.070482,0.015383,0.064827,0.051462,0.032725,0.148857,,,,,,
1411,11.758333,0.937135,0.075587,0.081103,-0.330887,0.066983,0.005334,0.096218,0.074671,-0.032773,0.075149,0.072311,0.015695,0.064743,0.053257,0.032960,0.148779,,,,,,
1412,11.766667,0.936982,0.075825,0.081272,-0.331225,0.068773,0.005653,0.096141,0.076489,-0.032435,0.075044,0.074116,0.016032,0.064675,0.055017,0.033235,0.148717,,,,,,
1413,11.775000,0.936836,0.076204,0.081377,-0.331525,0.070543,0.005987,0.096074,0.078300,-0.032081,0.074957,0.075894,0.016388,0.064616,0.056747,0.033524,0.148660,,,,,,
1414,11.783333,0.936715,0.076425,0.081537,-0.331776,0.072295,0.006330,0.096010,0.080079,-0.031726,0.074873,0.077661,0.016749,0.064566,0.058472,0.033833,0.148602,,,,,,
1415,11.791667,0.936616,0.076734,0.081588,-0.331973,0.074017,0.006681,0.095943,0.081835,-0.031363,0.074796,0.079392,0.017120,0.064506,0.060168,0.034153,0.148543,,,,,,
1416,11.800000,0.936558,0.077077,0.081546,-0.332068,0.075697,0.007039,0.095868,0.083552,-0.030995,0.074715,0.081079,0.017484,0.064431,0.061828,0.034491,0.148472,,,,,,
1417,11.808333,0.936535,0.077461,0.081354,-0.332090,0.077324,0.007413,0.095793,0.085219,-0.030617,0.074643,0.082705,0.017860,0.064358,0.063444,0.034854,0.148401,,,,,,
1418,11.816667,0.936530,0.077872,0.080988,-0.332096,0.078886,0.007794,0.095698,0.086820,-0.030233,0.074552,0.084253,0.018247,0.064258,0.065009,0.035225,0.148312,,,,,,
1419,11.825000,0.936536,0.078261,0.080636,-0.332075,0.080380,0.008180,0.095584,0.088353,-0.029837,0.074442,0.085735,0.018631,0.064150,0.066507,0.035610,0.148201,,,,,,
1420,11.833333,0.936566,0.078657,0.080140,-0.332017,0.081806,0.008549,0.095437,0.089814,-0.029462,0.074303,0.087137,0.019005,0.064002,0.067944,0.035979,0.148059,,,,,,
1421,11.841667,0.936667,0.078954,0.079500,-0.331815,0.083179,0.008891,0.095263,0.091210,-0.029115,0.074148,0.088478,0.019338,0.063815,0.069349,0.036342,0.147883,,,,,,
1422,11.850000,0.936798,0.079106,0.078806,-0.331573,0.084501,0.009190,0.095070,0.092544,-0.028820,0.073973,0.089763,0.019624,0.063611,0.070723,0.036673,0.147688,,,,,,
1423,11.858333,0.936896,0.079068,0.078277,-0.331433,0.085759,0.009453,0.094867,0.093799,-0.028562,0.073777,0.090996,0.019877,0.063402,0.072035,0.036960,0.147487,,,,,,
1424,11.866667,0.936952,0.079037,0.077650,-0.331430,0.086946,0.009691,0.094661,0.094985,-0.028323,0.073572,0.092152,0.020117,0.063183,0.073288,0.037202,0.147291,,,,,,
1425,11.875000,0.936956,0.078912,0.077186,-0.331556,0.088051,0.009908,0.094453,0.096084,-0.028101,0.073347,0.093235,0.020345,0.062967,0.074453,0.037414,0.147104,,,,,,
1426,11.883333,0.936934,0.078733,0.076920,-0.331722,0.089073,0.010098,0.094259,0.097098,-0.027896,0.073137,0.094248,0.020546,0.062769,0.075525,0.037592,0.146922,,,,,,
1427,11.891667,0.936881,0.078510,0.076804,-0.331950,0.090018,0.010257,0.094086,0.098033,-0.027726,0.072938,0.095192,0.020720,0.062601,0.076508,0.037735,0.146766,,,,,,
1428,11.900000,0.936834,0.078266,0.076738,-0.332157,0.090885,0.010390,0.093916,0.098889,-0.027582,0.072747,0.096062,0.020869,0.062433,0.077414,0.037851,0.146613,,,,,,
1429,11.908333,0.936806,0.078022,0.076859,-0.332264,0.091678,0.010496,0.093761,0.099673,-0.027473,0.072581,0.096871,0.020987,0.062280,0.078230,0.037951,0.146459,,,,,,
1430,11.916667,0.936761,0.077782,0.077087,-0.332394,0.092389,0.010575,0.093620,0.100377,-0.027389,0.072426,0.097603,0.021072,0.062142,0.078953,0.038024,0.146325,,,,,,
1431,11.925000,0.936682,0.077478,0.077486,-0.332596,0.093032,0.010634,0.093485,0.101011,-0.027327,0.072277,0.098281,0.021151,0.062014,0.079598,0.038069,0.146200,,,,,,
